DATE,BLAST,Pit,Ore/Waste,Type of Material,Diameter,Lenght,Length Total,Subdrill,Burden,Spacing,Stemming,Total of Holes,Weight (kg),BCM,PF (kg/m3),Meters Drilled (m),Burden Old,Spacing Old,Stemming Old,Total of Holes Old,Weight Old,PF (kg/m3) Old,Meters Drilled Old,D20,D50,D80,Xmas (mm),Uniformity index,Initiation System,Number of Photos Analysed,Actual powder factor,Planned powder factor,Passing on 600 mm pourcentage
2025-12-07 00:00:00,Kp_230-220_122-new,30,2,10152,152,10,11.2,1.2,3.7,4.3,2.7,143,27183,22751,1.2,1627,3.7,4.1,2.7,149.97,28107.45,1.24,1706.34,43.28,88.25,196.32,488,1.69,Electronic,8,1.2,1.15,100
2025-12-07 00:00:00,Kp_230-220_123,30,1,10152,152,10,11.2,1.2,3.7,4.3,2.7,367,70395,58390,1.2,4193,3.7,4.1,2.7,384.90,72531.63,1.24,4397.56,63.24,121.43,217.62,491,1.98,Electronic,9,1.1,1.15,100
2025-12-08 00:00:00,VIM3_267-255_110,3,2,30165,165,12,13,1,4,4.6,3,151,39363,33341,1.2,1981,3.9,4.2,3,155.15,39956.74,1.20,2035.47,33.3,70.15,171.52,377,1.54,Nonel,7,1.2,1.15,100
2025-12-08 00:00:00,VIM3_267-255_103,3,2,30165,165,12,13,1,4,4.6,3,83,22067,18326,1.2,1096,3.9,4.2,3,84.73,22004.58,1.20,1118.80,40.55,93.06,218.3,520,1.47,Nonel,5,1.2,1.15,100
2025-12-14 00:00:00,VIM3_267-255_106,3,2,30165,165,12,13,1,4,4.6,3,204,57669,45043,1.3,2635,3.9,4.2,3,229.16,57834.15,1.28,2959.94,37.29,86.33,203.02,471,1.52,Nonel,6,1.2,1.15,100
2025-12-14 00:00:00,VIM3_264-255_311,3,1,10140,140,9,10,1,3,3,3,99,10877,8910,1.2,776,2.7,2.9,3,145.17,12869.58,1.44,1137.93,52.97,111.58,235.16,510,1.76,Nonel,8,1.5,1.58,100
2025-12-16 00:00:00,VIM3_255-249_101,3,1,10140,140,6,7,1,3.2,3.7,2.5,482,36830,34241,1.1,3122,3,3.4,2.5,518.28,37766.79,1.10,3356.96,56.75,123.96,289.3,592,1.68,Nonel,7,1.2,1.16,100
2025-12-16 00:00:00,VIM3_255-249_108p1,3,1,10140,140,6,7,1,3.2,3.7,2.5,66,5088,4689,1.1,414,3,3.4,2.5,73.29,5065.87,1.08,459.71,47.17,98.88,227.8,523,1.67,Nonel,5,1.2,1.16,100
2025-12-18 00:00:00,Hn2_141-129_104,2,1,10152,152,12,13.2,1.2,3.5,4,3.5,189,35327,31752,1.1,2159,3.3,3.6,3.5,222.73,38113.97,1.20,2544.28,63.58,132.33,293.49,597,1.69,Nonel,6,1.3,1.25,100
2025-12-20 00:00:00,VIM3_255-249_102,3,1,10140,140,6,7,1,3.2,3.7,2.5,382,32249,27137,1.2,2629,3,3.4,2.5,386.58,31038.53,1.14,2660.49,55.53,105.66,202.93,599,1.91,Nonel,6,1.2,1.16,100
2025-12-21 00:00:00,Kp_220-210_129,30,2,10152,152,10,11,1,3.8,4.3,2.8,210,39142,34314,1.1,2371,3.8,4.1,2.8,220.24,40387.01,1.18,2486.66,60.86,118.01,219.54,583,1.85,Electronic,4,1.1,1.11,100
2025-12-27 00:00:00,Hn2_141-129_104p2,2,1,20152,152,12,13,1.2,3.5,4,3.5,83,17173,13944,1.2,1019,3.3,3.6,3.5,97.81,18541.59,1.33,1200.84,63.58,132.33,293.49,597,1.69,Nonel,6,1.3,1.25,100
2026-01-13 00:00:00,KP_210-200_101p2,30,1,10152,152,10,11,1,3.6,4.2,2.6,8,1405,1210,1.2,86,3.4,4,2.6,8.90,1566.07,1.29,95.64,48.23,106.19,186.21,393,1.44,Electronic,5,1.15,1.2,100
2026-01-14 00:00:00,VIM3_300-294_110,3,1,30140,140,6,6.5,0.5,3.1,3.6,2.8,100,6790,6696,1.0,685,3.1,3.4,2.8,105.88,7856.94,1.17,725.29,39.57,97.08,206.21,526,1.45,Nonel,8,1.02,1.01,100
2026-01-17 00:00:00,KP_210-200_103,30,1,10152,152,10,11,1,3.6,4.2,2.6,322,55492,48686,1.1,3283,3.4,4,2.6,357.99,58726.75,1.21,3649.89,30.08,79.69,192.25,398,1.29,Nonel,6,1.14,1.2,100
2026-01-17 00:00:00,KP_210-200_104,30,1,10152,152,10,11,1,3.6,4.2,2.6,8,1842,1210,1.5,87,3.4,4,2.6,8.90,1590.08,1.31,96.76,30.38,75.53,258.6,477,1.3,Nonel,6,1.13,1.2,100
2026-01-17 00:00:00,KP_210-200_105,30,1,10152,152,10,11,1,3.6,4.2,2.6,270,46325,40824,1.1,2735,3.4,4,2.6,300.18,48815.30,1.20,3040.68,39.57,90.64,164.4,302,1.14,Nonel,5,1.17,1.2,100
2026-01-25 00:00:00,VIM3_294-288_901,3,2,20140,140,6,7,1,3.1,3.6,2.8,442,34137,31596,1.1,2993,3.1,3.4,2.8,499.62,36355.38,1.15,3383.18,47.51,113.22,266,550,1.53,Nonel,7,1.08,1.12,100
2026-01-25 00:00:00,VIM3_294-288_902,3,2,20140,140,6,7,1,3.1,3.6,2.8,348,19463,23302,0.8,1939,3.1,3.4,2.8,368.47,18713.02,0.80,2053.05,53.09,130.59,307,566,1.49,Nonel,7,1.1,1.12,100
2026-01-25 00:00:00,VIM3_294-288_903,3,2,20140,140,6,7,1,3.1,3.6,2.8,330,30796,27097,1.1,2777,3.1,3.4,2.8,428.48,44082.42,1.63,3605.71,61.48,152.56,301,593,1.57,Nonel,7,1.14,1.12,100
2026-01-26 00:00:00,Kp_210-200_104,30,1,10152,152,10,11,1,3.6,4.2,2.6,487,83518,73634,1.1,5145,3.4,4,2.6,541.43,93135.16,1.26,5720.00,30.38,75.53,258.6,477,1.3,Nonel,6,1.13,1.2,100
2026-01-28 00:00:00,Hn2_129-117_105,2,1,10152,152,12,13.2,1.2,3.5,4,3.1,131,23050,22008,1.0,1402,3.5,3.6,3.1,145.56,23898.96,1.09,1557.78,89.53,195.79,338.7,598,1.72,Electronic,6,1.25,1.3,100
2026-01-28 00:00:00,Hn2_129-117_106,2,1,10152,152,12,13.2,1.2,3.5,4,3.1,219,49790,36792,1.4,2883,3.5,3.6,3.1,243.33,52892.55,1.44,3203.33,47.12,113.49,240.16,579,1.7,Electronic,6,1.35,1.3,100
